id_venda,id_cliente,id_produto,data_venda,quantidade,valor_total,custo_total_brl,prejuizo
4536,27,70,2023-07-13,15,489564.45,479543.65842000005,0.0
1328,33,48,2023-07-14,12,176836.0,163209.564336,0.0
6960,42,22,2023-07-14,6,236717.0,219566.424714,0.0
9759,22,105,2023-07-14,15,4643.0,4506.03972,0.0
2189,46,115,2023-07-14,1,831.0,770.621033,0.0
4591,31,54,2023-07-14,11,1270038.85,1223435.34313,0.0
978,23,112,2023-07-14,8,16575.6,15278.332888,0.0
8636,13,19,2023-07-14,6,98594.0,91022.86557,0.0
6018,16,85,2023-07-14,15,578680.0,539508.3370950001,0.0
6529,43,128,2023-07-14,3,13952.0,12273.491139000002,0.0
7505,44,48,2023-07-14,2,27999.35,27201.594056,0.0
2862,14,100,2023-07-15,12,1192442.85,1139877.272352,0.0
267,41,101,2023-07-15,14,6488.0,6488.390272000001,0.3902720000005502
1885,18,130,2023-07-15,11,45585.0,45339.890596,0.0
6104,39,63,2023-07-15,2,279915.0,264896.627996,0.0
8463,20,19,2023-07-15,12,197188.0,182045.73114,0.0
7234,30,60,2023-07-15,8,870009.0,742032.522504,0.0
9014,6,124,2023-07-15,10,37699.0,34799.03791,0.0
3704,49,9,2023-07-15,1,37720.7,38048.891972,328.19197200000053
2833,12,19,2023-07-15,13,213621.0,197216.208735,0.0
4652,15,122,2023-07-15,3,3768.65,3887.538291,118.88829099999975
4136,30,99,2023-07-15,1,101903.65,102296.54917299999,392.899172999998
8289,8,99,2023-07-15,9,917130.0,920668.942557,3538.942556999973
1392,22,25,2023-07-15,11,133391.0,126045.191272,0.0
5185,47,13,2023-07-15,1,7747.0,6505.36705,0.0
988,15,117,2023-07-16,10,41030.0,39487.7938,0.0
6320,5,29,2023-07-16,14,511145.0,516280.22027399996,5135.220273999963
19,37,100,2023-07-16,2,198740.0,189979.545392,0.0
1670,48,70,2023-07-16,7,240488.0,223409.69869400002,0.0
7848,36,57,2023-07-16,14,1579914.6,1510497.1210420001,0.0
547,10,25,2023-07-16,1,11519.7,11458.653752,0.0
5190,46,82,2023-07-16,2,103268.0,93710.75950600002,0.0
5206,41,115,2023-07-16,3,2367.4,2311.863099,0.0
6792,12,26,2023-07-16,7,120982.0,114570.040312,0.0
8100,11,90,2023-07-16,8,601140.05,540332.669968,0.0
9649,33,75,2023-07-16,7,229379.0,207917.861242,0.0
8979,44,108,2023-07-16,11,34960.95,34472.30686900001,0.0
5729,34,135,2023-07-16,2,3124.55,3146.93834,22.38833999999997
6213,25,81,2023-07-16,7,812287.05,783692.336791,0.0
5995,34,58,2023-07-16,5,544123.0,483347.81267500005,0.0
8464,27,12,2023-07-16,3,7770.05,7595.957187,0.0
9549,7,149,2023-07-16,6,6632.9,6501.242748,0.0
7697,23,120,2023-07-16,12,37494.0,33772.27854,0.0
8928,14,60,2023-07-17,5,543755.0,467106.66459,0.0
7874,15,92,2023-07-17,8,710833.0,647091.074352,0.0
57,40,110,2023-07-17,11,27451.0,25292.521165999995,0.0
8404,23,19,2023-07-17,7,115026.0,106957.29219,0.0
9698,8,43,2023-07-17,1,33342.15,30040.559463999994,0.0
1837,30,49,2023-07-17,7,92850.0,88822.54779999999,0.0
229,42,100,2023-07-17,4,418401.0,382692.49542399996,0.0
9172,35,74,2023-07-17,15,1298378.0,1243319.5630799998,0.0
1882,26,75,2023-07-17,1,31129.6,29916.230116,0.0
1280,14,17,2023-07-17,9,126349.0,123161.69545199999,0.0
5717,36,149,2023-07-17,11,12160.0,12004.689268,0.0
9083,7,128,2023-07-18,2,9301.0,8196.488720000001,0.0
9477,29,52,2023-07-18,15,195283.9,189855.7614,0.0
1938,17,1,2023-07-18,3,99368.0,91673.43492,0.0
6698,48,50,2023-07-18,2,22552.0,20941.692880000002,0.0
1122,16,38,2023-07-18,9,238150.0,220382.97156,0.0
4499,18,112,2023-07-18,15,31078.3,28696.453800000003,0.0
6849,49,128,2023-07-18,1,4651.0,4098.244360000001,0.0
4032,35,108,2023-07-18,2,6691.0,6278.539760000001,0.0
2473,42,29,2023-07-18,11,381533.3,406350.80772000004,24817.507720000052
30,38,35,2023-07-18,15,165083.0,151819.611,0.0
4817,20,69,2023-07-18,4,172007.0,177162.10416000002,5155.104160000017
6940,32,149,2023-07-18,8,8843.55,8683.32608,0.0
6149,1,64,2023-07-18,8,847441.8,820608.51904,0.0
1482,36,99,2023-07-18,15,1609000.0,1537103.9334,0.0
402,13,85,2023-07-18,1,36650.05,36029.471560000005,0.0
1660,31,79,2023-07-18,1,62839.65,56325.12252,0.0
7170,15,52,2023-07-18,10,130188.95,126570.5076,0.0
6689,22,56,2023-07-19,4,171955.0,155281.728,0.0
4092,42,134,2023-07-19,8,37741.0,34534.272,0.0
2963,19,53,2023-07-19,1,50991.25,48220.128000000004,0.0
9544,6,33,2023-07-19,14,89319.95,85263.36,0.0
9619,22,31,2023-07-19,1,8283.0,8277.264,0.0
2382,36,88,2023-07-19,1,45919.2,47782.032,1862.8320000000022
7487,16,27,2023-07-19,8,125487.4,117167.232,0.0
1189,4,94,2023-07-19,15,580699.85,577593.36,0.0
4960,22,108,2023-07-19,12,40147.0,37639.872,0.0
1205,39,75,2023-07-19,2,62260.15,59458.367999999995,0.0
404,46,5,2023-07-19,7,157398.85,165338.544,7939.693999999989
307,10,144,2023-07-19,4,8857.0,8112.383999999999,0.0
2755,7,124,2023-07-19,9,32232.55,31347.216,0.0
4931,40,27,2023-07-19,3,49534.0,43937.712,0.0
8877,22,116,2023-07-20,12,30906.0,28861.522944000004,0.0
7873,13,113,2023-07-20,4,16701.0,15621.0656,0.0
9658,27,99,2023-07-20,11,1179933.0,1123643.026352,0.0
8780,18,145,2023-07-20,10,41324.05,39294.97728,0.0
7456,7,102,2023-07-20,6,4742.4,5744.548704000001,1002.1487040000011
5231,28,72,2023-07-20,4,378726.05,587594.954496,208868.90449599997
5768,49,111,2023-07-20,4,16283.95,15742.126464,0.0
6631,28,47,2023-07-20,11,63985.35,78819.76907200001,14834.419072000012
9366,17,8,2023-07-20,15,71023.9,72268.02024000001,1244.1202400000184
5081,36,82,2023-07-20,5,258170.0,233939.82376000003,0.0
1492,45,28,2023-07-20,3,42776.0,39125.310096,0.0
1507,7,110,2023-07-20,5,12478.0,11398.062319999999,0.0
8546,21,91,2023-07-20,11,1409558.7,1385574.2002080001,0.0
1004,39,94,2023-07-20,1,40751.0,38416.376144,0.0
825,22,61,2023-07-20,15,420279.0,387671.55744,0.0
926,38,144,2023-07-20,5,10517.45,10116.818879999999,0.0
7156,29,91,2023-07-20,5,674430.0,629806.4546400001,0.0
4192,5,25,2023-07-20,10,121265.0,114421.67168000001,0.0
7977,5,32,2023-07-21,5,62512.0,61111.75692,0.0
761,40,2,2023-07-21,1,13298.1,13506.914968,208.81496799999877
8151,22,28,2023-07-21,9,128327.0,116993.56633199999,0.0
484,22,110,2023-07-21,6,14224.35,13633.118376,0.0
6921,10,64,2023-07-21,7,741512.05,713428.9155280001,0.0
8555,25,148,2023-07-21,7,33499.0,30706.997972000005,0.0
2315,18,38,2023-07-21,3,75413.85,72990.00831599999,0.0
8836,46,42,2023-07-21,15,85398.35,90469.08485999999,5070.734859999982
531,13,19,2023-07-21,10,164324.0,150993.0222,0.0
8635,19,89,2023-07-21,1,74744.1,70797.629824,0.0
7315,3,30,2023-07-21,7,225735.0,188337.3457,0.0
5337,19,12,2023-07-21,15,40893.0,37801.59606,0.0
9329,34,44,2023-07-21,2,21614.0,18739.774128,0.0
1980,19,47,2023-07-21,11,63985.35,78563.005708,14577.655707999998
3570,24,15,2023-07-21,9,238543.1,226306.09922399998,0.0
8298,18,39,2023-07-21,1,29633.0,25158.916684,0.0
3441,24,87,2023-07-22,12,762203.05,675562.6426080001,0.0
3031,3,95,2023-07-22,2,132635.2,123584.162232,0.0
7056,26,119,2023-07-22,15,48837.0,44755.9098,0.0
2575,48,128,2023-07-22,7,32555.0,28503.784316,0.0
6370,39,49,2023-07-22,5,66321.0,62695.982,0.0
8974,1,139,2023-07-22,5,6767.8,5892.276739999999,0.0
5031,24,55,2023-07-22,13,1358342.3,1447421.2062440002,89078.90624400019
3062,8,43,2023-07-22,3,100026.45,89058.174672,0.0
1365,37,111,2023-07-22,7,28497.15,27458.978568000002,0.0
7192,26,145,2023-07-22,7,28926.55,27416.878943999996,0.0
118,18,122,2023-07-22,10,13225.0,12897.663719999999,0.0
7204,7,2,2023-07-22,2,26596.2,27013.829936,417.62993599999754
2442,45,15,2023-07-22,14,371067.15,352031.709904,0.0
454,39,29,2023-07-22,12,416217.8,440449.70299200004,24231.902992000047
2288,28,108,2023-07-22,4,13382.0,12476.572016,0.0
7862,12,35,2023-07-22,14,146373.15,140789.82988,0.0
3414,40,138,2023-07-22,8,33464.0,31956.764928,0.0
6357,13,122,2023-07-22,3,3768.65,3869.2991159999992,100.64911599999914
4509,7,84,2023-07-23,6,247515.85,248119.718688,603.8686879999877
4284,46,60,2023-07-23,1,103313.45,92318.890788,0.0
8361,21,59,2023-07-23,5,414039.45,398442.39268,0.0
4035,15,51,2023-07-23,11,670461.55,642841.115576,0.0
221,39,104,2023-07-23,4,14852.0,14177.167712,0.0
3415,48,46,2023-07-23,12,56814.75,57706.269648,891.5196480000013
2383,26,102,2023-07-23,9,7488.0,8588.752884,1100.7528839999995
522,24,146,2023-07-24,15,7440.0,7048.788210000001,0.0
1288,44,72,2023-07-24,1,99665.0,145576.625436,45911.625436
8339,15,43,2023-07-24,6,210581.0,177090.161544,0.0
9706,29,76,2023-07-24,3,444595.0,397856.61372600007,0.0
6485,15,133,2023-07-24,13,23374.75,21498.543027000003,0.0
316,41,94,2023-07-24,13,503272.95,494918.090433,0.0
2847,39,143,2023-07-24,2,8429.35,8512.172262,82.82226199999968
2584,48,58,2023-07-24,12,1305895.0,1147940.2204200001,0.0
5296,44,115,2023-07-24,13,10798.0,9913.624929,0.0
4913,29,81,2023-07-24,8,928328.6,886310.348904,0.0
2222,30,22,2023-07-24,13,487242.65,470767.31804700004,0.0
6632,20,34,2023-07-24,4,18686.5,18225.765936,0.0
5252,11,90,2023-07-24,3,237292.0,200512.18423800002,0.0
1888,40,2,2023-07-24,8,111985.0,107432.776944,0.0
9031,13,13,2023-07-24,3,23241.0,19312.62615,0.0
4106,1,71,2023-07-24,1,130174.0,128204.658387,0.0
5111,29,47,2023-07-24,4,23267.4,28403.773812,5136.373811999998
1638,13,45,2023-07-24,11,108941.0,98210.505591,0.0
3421,4,149,2023-07-25,2,2327.0,2146.249248,0.0
8118,46,108,2023-07-25,5,16728.0,15518.60556,0.0
173,13,131,2023-07-25,1,964.0,931.8715199999999,0.0
9988,18,146,2023-07-25,10,4960.0,4703.05392,0.0
4473,14,47,2023-07-25,7,40717.95,49747.452888,9029.502888000003
8848,35,31,2023-07-25,14,115964.0,114664.93819200002,0.0
3470,35,27,2023-07-25,15,247672.0,217381.83012,0.0
4141,36,141,2023-07-25,14,63597.75,62643.044352000004,0.0
1759,3,96,2023-07-25,7,469628.7,491273.92608,21645.226079999993
5820,48,103,2023-07-25,2,3399.1,3245.87664,0.0
6197,3,15,2023-07-25,2,53010.0,50041.595616,0.0
1460,18,4,2023-07-25,13,43964.0,40400.240088,0.0
4829,1,84,2023-07-25,6,247515.85,246892.94726399996,0.0
5180,42,113,2023-07-25,4,17580.0,15493.1952,0.0
6954,5,129,2023-07-25,14,45727.0,39804.877728,0.0
5253,46,112,2023-07-25,2,4143.9,3782.8664160000003,0.0
1691,40,72,2023-07-25,7,697652.0,1019873.8186560001,322221.8186560001
6128,17,70,2023-07-25,12,391651.75,379306.47571200004,0.0
9516,26,143,2023-07-26,11,46360.95,46729.147784,368.1977840000036
4493,49,44,2023-07-26,8,86455.0,74387.465088,0.0
3555,4,69,2023-07-26,1,43001.75,43670.974967999995,669.224967999995
2585,36,65,2023-07-26,10,255577.0,237250.20687999995,0.0
8445,13,33,2023-07-26,13,87305.0,78130.67391999999,0.0
5162,34,134,2023-07-26,9,40335.1,38339.517095999996,0.0
3119,8,6,2023-07-26,2,23640.0,19938.706975999998,0.0
33,4,92,2023-07-26,8,710833.0,634578.485568,0.0
172,15,123,2023-07-26,13,34296.9,32967.228008,0.0
2210,15,146,2023-07-26,5,2480.0,2345.1896799999995,0.0
9373,4,4,2023-07-26,5,16063.55,15496.678039999997,0.0
8734,43,149,2023-07-26,7,8145.0,7491.628143999998,0.0
1900,13,145,2023-07-26,15,65248.0,58302.42911999999,0.0
2588,3,92,2023-07-26,10,844113.95,793223.10696,0.0
8606,37,149,2023-07-27,13,14370.65,13864.265844,0.0
6180,42,53,2023-07-27,12,644100.0,641924.354232,0.0
9595,43,106,2023-07-27,9,39464.0,35559.815508,0.0
2226,37,124,2023-07-27,2,7540.0,6850.237452,0.0
1170,3,56,2023-07-27,3,128966.0,114525.126954,0.0
1334,48,81,2023-07-27,4,488594.0,440773.975272,0.0
683,18,130,2023-07-27,14,58017.0,56796.844944,0.0
7850,36,45,2023-07-27,12,112902.75,106563.04639199999,0.0
1801,6,26,2023-07-27,4,65676.35,64437.90470400001,0.0
7546,35,27,2023-07-27,1,16511.0,14402.415846,0.0
6464,15,117,2023-07-27,6,23387.1,23319.67608,0.0
4662,25,20,2023-07-27,12,351500.95,322240.879296,0.0
1515,46,76,2023-07-27,1,140788.1,131906.272212,0.0
8969,11,9,2023-07-27,2,75440.45,74899.755984,0.0
5561,8,122,2023-07-27,2,2645.0,2550.890484,0.0
5730,29,121,2023-07-27,6,22166.0,21150.27216,0.0
4575,33,74,2023-07-28,11,904536.8,891966.3401879999,0.0
6837,18,11,2023-07-28,3,103261.2,102721.97361599999,0.0
6635,39,88,2023-07-28,10,459196.75,470384.24127,11187.491269999999
8190,30,90,2023-07-28,10,751424.35,665500.85634,0.0
9267,31,8,2023-07-28,9,44857.0,42785.843139000004,0.0
2265,17,118,2023-07-28,3,12945.0,11304.004418999999,0.0
1985,40,59,2023-07-28,10,828077.95,788887.88994,0.0
1330,31,51,2023-07-28,5,304755.25,289268.21757,0.0
2521,1,110,2023-07-28,14,33190.15,31491.383825999994,0.0
8980,35,116,2023-07-28,12,30906.0,28478.816064,0.0
6132,32,125,2023-07-28,12,40825.0,36645.835571999996,0.0
3683,12,48,2023-07-28,11,162100.0,147412.537932,0.0
5586,4,142,2023-07-28,15,12396.0,11347.099155,0.0
7934,27,84,2023-07-28,4,173696.0,163753.192368,0.0
1569,7,61,2023-07-29,15,420279.0,382530.99114,0.0
1599,14,76,2023-07-29,12,1689460.05,1584585.504216,0.0
1055,4,48,2023-07-29,13,181994.35,174214.817556,0.0
8077,38,108,2023-07-29,13,43492.0,40141.943283,0.0
1127,40,126,2023-07-29,4,10708.0,8827.80546,0.0
8166,37,27,2023-07-29,14,231160.0,201851.67966599998,0.0
5471,27,61,2023-07-29,15,399265.05,382530.99114,0.0
6880,8,56,2023-07-29,15,612590.4,573244.335405,0.0
9211,2,40,2023-07-29,1,13474.8,13029.778484999999,0.0
2163,44,101,2023-07-29,2,880.65,913.305984,32.65598399999999
8906,29,124,2023-07-29,13,49009.0,44574.652707,0.0
3329,38,59,2023-07-29,6,496847.15,473332.733964,0.0
3458,19,49,2023-07-29,7,92850.0,86893.54169999999,0.0
2223,42,55,2023-07-29,10,1044878.4,1102227.7307699998,57349.33076999977
7239,6,28,2023-07-31,14,189639.0,180781.35159,0.0
8086,47,26,2023-07-31,8,138265.0,129457.36416000001,0.0
7215,36,51,2023-07-31,6,365706.3,348311.91762,0.0
3632,36,98,2023-07-31,3,238083.0,217107.547785,0.0
723,13,65,2023-07-31,7,178904.0,166239.92973,0.0
3823,15,14,2023-07-31,9,306185.0,288799.73901,0.0
1480,21,95,2023-07-31,5,349040.0,306908.523225,0.0
9178,5,5,2023-07-31,6,142014.0,139991.55471,0.0
8091,30,109,2023-07-31,7,4359.0,5616.828315,1257.8283149999997
2718,6,109,2023-07-31,8,4982.0,6419.23236,1437.23236
7163,43,37,2023-07-31,4,23057.45,22412.31186,0.0
9304,27,5,2023-07-31,12,284028.0,279983.10942,0.0
617,23,73,2023-07-31,5,680010.0,652936.555125,0.0
9127,44,47,2023-07-31,12,69802.2,85135.90842,15333.70842000001
1448,40,132,2023-07-31,5,7815.0,6557.731575,0.0
1533,46,21,2023-07-31,9,74680.45,71444.82717,0.0
357,42,27,2023-07-31,15,235288.4,217011.10567500003,0.0
771,28,25,2023-07-31,5,60632.0,56645.7522,0.0
6342,27,66,2023-07-31,2,25143.0,22382.63007,0.0
7121,1,4,2023-07-31,10,32128.05,31024.10865,0.0
4787,48,18,2023-08-01,15,398587.0,396577.01736,0.0
2483,25,9,2023-08-01,11,414922.0,416748.70371200005,1826.703712000046
6212,47,51,2023-08-01,14,853314.7,818504.234464,0.0
9103,33,28,2023-08-01,2,28517.0,26009.463856,0.0
8370,10,56,2023-08-01,2,81679.1,77239.719536,0.0
9840,17,35,2023-08-01,11,115007.95,110666.93132,0.0
4590,44,21,2023-08-01,9,78611.0,71952.61809599999,0.0
5131,2,19,2023-08-01,8,124886.05,120845.03136,0.0
2077,45,12,2023-08-01,12,31078.3,30253.948127999996,0.0
3350,8,120,2023-08-01,11,34369.0,30825.587320000002,0.0
2087,49,23,2023-08-02,14,148675.95,141952.363588,0.0
2656,49,72,2023-08-02,1,94681.75,147496.910484,52815.16048399999
5895,18,132,2023-08-02,5,7815.0,6650.119315000001,0.0
5279,28,72,2023-08-02,5,498323.0,737484.55242,239161.55241999996
4506,26,23,2023-08-02,3,33536.0,30418.363626,0.0
3005,19,71,2023-08-02,1,123665.3,132155.74083599998,8490.44083599998
7857,44,78,2023-08-02,14,1704662.0,1706401.046448,1739.0464480000082
6315,26,120,2023-08-02,8,24996.0,22574.006840000002,0.0
1729,36,55,2023-08-02,1,104487.65,112158.838547,7671.1885470000125
5053,7,126,2023-08-02,4,10172.6,8982.86606,0.0
5756,31,96,2023-08-02,3,211863.0,213148.09236,1285.0923600000096
8633,21,122,2023-08-02,13,16332.4,16890.259659,557.8596589999997
3560,5,78,2023-08-02,11,1339377.0,1340743.679352,1366.67935199989
94,36,90,2023-08-02,8,632779.0,541752.314992,0.0
1112,44,125,2023-08-03,6,19391.4,18921.622314,0.0
9476,29,38,2023-08-03,9,238150.0,246228.93004499996,8078.930044999957
3679,5,4,2023-08-03,1,3212.9,3192.8365069999995,0.0
8991,9,2,2023-08-03,5,66491.45,69041.41139,2549.9613899999968
4403,3,75,2023-08-03,10,311299.8,302228.12326,0.0
7117,20,98,2023-08-03,13,1031695.0,968220.753773,0.0
3812,34,64,2023-08-03,6,635581.35,625154.567604,0.0
4213,45,107,2023-08-03,7,10064.3,10092.976292,28.676292000000103
8602,29,35,2023-08-03,13,135918.4,133650.34728499997,0.0
7752,41,29,2023-08-03,1,36510.0,37523.087511,1013.0875109999979
6448,16,58,2023-08-03,15,1632369.0,1475441.9510249998,0.0
9486,37,14,2023-08-03,12,429733.0,396289.80602399993,0.0
5128,18,139,2023-08-03,8,11399.0,9637.993063999998,0.0
2102,36,71,2023-08-03,7,865657.1,938827.1488679998,73170.04886799981
5557,15,87,2023-08-04,8,534879.0,458650.02506400004,0.0
2735,40,39,2023-08-04,3,88898.0,76863.515949,0.0
1085,21,90,2023-08-04,5,375712.65,342299.23101,0.0
3241,34,120,2023-08-04,13,38587.1,37084.049145,0.0
119,46,80,2023-08-04,1,129224.0,117522.173736,0.0
1990,49,5,2023-08-04,8,189352.0,191355.744888,2003.7448879999865
5315,23,135,2023-08-04,6,9373.65,9569.16774,195.51774000000114
9416,7,83,2023-08-04,11,1408700.85,1916345.1750299998,507644.3250299997
2903,22,42,2023-08-04,5,29964.0,30710.437065,746.4370649999983
9976,38,103,2023-08-04,14,23796.55,23253.573419999997,0.0
6965,3,11,2023-08-04,15,543479.0,528348.7202399999,0.0
3271,32,105,2023-08-04,6,1857.0,1826.9206560000002,0.0
8139,26,80,2023-08-04,5,613813.05,587610.86868,0.0
959,17,84,2023-08-05,11,453779.85,463243.964436,9464.114436000003
6390,21,100,2023-08-05,2,198740.0,192562.414704,0.0
5688,33,49,2023-08-05,2,25201.6,25539.1686,337.56860000000233
9437,45,18,2023-08-05,6,159435.0,161477.736948,2042.7369480000052
8250,34,140,2023-08-05,2,5955.55,5704.849458,0.0
3557,35,134,2023-08-05,15,70764.0,65573.297955,0.0
6549,8,124,2023-08-05,5,17907.5,17636.074335,0.0
5415,31,79,2023-08-05,6,377036.95,341953.523802,0.0
6160,18,86,2023-08-05,2,187046.0,173289.04342200002,0.0
9123,1,98,2023-08-05,4,301572.75,296766.305748,0.0
7635,41,127,2023-08-06,8,11775.25,11519.944128000001,0.0
5479,44,130,2023-08-06,10,39368.95,41778.46332,2409.5133200000055
571,9,43,2023-08-06,11,386065.0,332546.41846799996,0.0
4586,34,6,2023-08-06,12,134750.85,122766.501528,0.0
7888,27,20,2023-08-06,6,175750.95,165923.127216,0.0
6051,19,86,2023-08-06,5,467616.0,433222.60855500004,0.0
7327,26,132,2023-08-06,6,8909.1,8067.441294,0.0
5360,47,20,2023-08-06,14,431668.0,387153.963504,0.0
2763,17,40,2023-08-06,11,156024.0,158844.636027,2820.6360270000005
1601,14,141,2023-08-07,9,40884.2,41554.20672,670.0067200000049
6526,2,56,2023-08-07,6,245036.35,237823.67154,0.0
2346,2,30,2023-08-07,11,354727.0,303882.82925,0.0
5212,29,119,2023-08-07,2,6186.4,6566.1637599999995,379.7637599999998
5493,15,125,2023-08-07,11,35551.85,34841.061969999995,0.0
1126,3,93,2023-08-07,10,1004770.0,951258.1247,0.0
3258,16,88,2023-08-07,1,48336.0,48787.445589999996,451.4455899999957
932,15,113,2023-08-07,10,43950.0,39967.655,0.0
934,3,72,2023-08-07,15,1494970.0,2255107.9121999997,760137.9121999997
5616,15,124,2023-08-07,1,3770.0,3556.31263,0.0
6466,15,138,2023-08-07,5,20915.0,20507.744399999996,0.0
7271,5,141,2023-08-07,4,19127.0,18468.53632,0.0
1846,40,111,2023-08-07,15,64278.0,60416.0973,0.0
4966,29,142,2023-08-07,6,4958.0,4707.60654,0.0
579,42,53,2023-08-07,14,713877.5,777597.65902,63720.15902000002
3911,39,76,2023-08-07,15,2222973.0,2054381.0858999998,0.0
4047,24,107,2023-08-07,6,9080.0,8688.884880000001,0.0
7380,2,49,2023-08-07,14,185700.0,180248.978,0.0
8518,34,33,2023-08-07,9,57419.9,55965.4992,0.0
3200,12,48,2023-08-08,7,103154.0,104055.07357000001,901.0735700000077
9493,16,102,2023-08-08,3,2371.2,2951.9864430000007,580.7864430000009
1643,10,36,2023-08-08,10,214713.3,232986.87979000004,18273.579790000047
4004,25,61,2023-08-08,14,372647.95,371868.296296,0.0
7656,21,143,2023-08-08,1,4214.2,4413.928211,199.72821100000056
2034,35,143,2023-08-08,1,4436.0,4413.928211,0.0
5377,4,67,2023-08-08,3,244498.65,246883.250523,2384.600523000001
3719,4,137,2023-08-08,7,22513.1,21352.943101,0.0
7903,46,126,2023-08-08,3,7629.45,6896.039955,0.0
426,37,12,2023-08-08,1,2726.0,2598.5099490000002,0.0
4605,36,85,2023-08-08,8,308630.0,295297.668904,0.0
4887,10,95,2023-08-08,15,994764.95,955717.6075650001,0.0
2663,2,93,2023-08-08,6,602862.0,573165.5309940001,0.0
1056,14,45,2023-08-08,6,59422.0,55556.051166000005,0.0
5049,42,88,2023-08-08,4,183678.7,195974.02241200002,12295.322412000009
7772,34,98,2023-08-08,4,317445.0,300478.250324,0.0
6189,30,147,2023-08-08,11,31664.45,32060.396753000005,395.9467530000038
2505,16,37,2023-08-09,9,54609.0,52129.36408500001,0.0
8465,12,59,2023-08-09,5,435831.0,409152.22235,0.0
368,6,129,2023-08-09,14,43440.65,41077.903020000005,0.0
1835,28,8,2023-08-09,8,39873.0,39450.016840000004,0.0
8755,49,95,2023-08-09,5,349040.0,317265.027225,0.0
9015,10,87,2023-08-09,9,571652.05,520290.94099500007,0.0
6601,2,106,2023-08-09,6,24993.55,27008.34333,2014.7933300000004
1893,37,110,2023-08-09,11,26078.45,25665.871495000003,0.0
9018,43,110,2023-08-09,12,29946.0,27999.132540000002,0.0
7623,28,136,2023-08-09,12,23682.0,31399.401120000002,7717.401120000002
3493,33,65,2023-08-09,7,178904.0,171849.62893,0.0
7551,49,3,2023-08-09,10,90242.0,85961.03655,0.0
9399,40,128,2023-08-09,10,44181.65,41814.20635000001,0.0
4450,43,91,2023-08-09,4,539544.0,515702.6958600001,0.0
6119,16,116,2023-08-09,13,33482.0,32002.481680000004,0.0
8254,8,119,2023-08-09,15,48837.0,49251.25230000001,414.2523000000074
4705,39,60,2023-08-09,4,413253.8,435057.53212000005,21803.73212000006
9775,37,18,2023-08-09,1,25243.4,27137.74293,1894.342929999999
7292,29,84,2023-08-09,4,165011.2,169859.32584,4848.125839999993
5831,17,51,2023-08-09,8,513272.0,480087.41656,0.0
9171,47,129,2023-08-10,2,6532.0,5808.769032,0.0
292,49,74,2023-08-10,1,82231.05,83258.634648,1027.5846480000037
1561,7,133,2023-08-10,10,18927.0,16907.067460000002,0.0
3710,4,136,2023-08-10,6,11841.0,15540.509472000002,3699.5094720000016
8456,34,89,2023-08-10,2,157356.0,143926.900352,0.0
6043,35,80,2023-08-10,10,1227626.1,1173021.62672,0.0
43,11,70,2023-08-10,14,480976.0,452046.281512,0.0
4479,23,79,2023-08-10,3,188518.95,170656.67950199998,0.0
9590,7,121,2023-08-10,10,35095.85,36233.2424,1137.3924000000043
5964,24,10,2023-08-10,5,160165.0,159967.48484999998,0.0
3961,14,28,2023-08-10,11,149001.8,145346.779622,0.0
3323,3,140,2023-08-10,10,31346.0,28470.847579999994,0.0
4258,36,11,2023-08-10,10,344203.05,351573.07232,7370.022319999989
4221,29,101,2023-08-10,10,4634.0,4688.77952,54.77952000000005
1400,27,32,2023-08-10,3,35631.65,37270.848348,1639.198347999998
6600,42,138,2023-08-10,9,35764.65,36543.369456,778.7194559999989
3735,41,17,2023-08-11,9,126349.0,124732.38826799998,0.0
541,1,72,2023-08-11,2,189362.55,300116.626128,110754.07612799999
4247,38,2,2023-08-11,10,132982.9,138425.22131999998,5442.321319999988
9529,30,9,2023-08-11,14,555877.0,543358.837392,0.0
7969,48,52,2023-08-11,6,78113.75,77330.259252,0.0
8126,21,23,2023-08-11,14,156501.0,144417.480648,0.0
5630,6,6,2023-08-11,4,47281.0,41182.30315199999,0.0
2186,1,116,2023-08-11,15,38633.0,36852.864480000004,0.0
5950,42,20,2023-08-11,12,370001.0,333955.75046400004,0.0
4832,38,28,2023-08-11,10,142586.0,133222.79202,0.0
1250,24,96,2023-08-11,9,603808.6,650548.74168,46740.14168
7059,20,138,2023-08-11,15,59608.7,61407.74376,1799.0437600000005
1892,22,146,2023-08-11,9,4240.8,4359.474324,118.67432399999961
5382,11,12,2023-08-11,14,36258.65,36158.131044,0.0
3971,41,76,2023-08-11,9,1333784.0,1230314.800572,0.0
1424,37,129,2023-08-12,10,32662.0,29283.293159999997,0.0
1449,33,101,2023-08-12,2,880.65,945.487104,64.83710400000007
8490,31,83,2023-08-12,9,1213235.0,1577885.80014,364650.80013999995
4627,19,4,2023-08-12,1,3212.9,3200.7536579999996,0.0
7927,17,53,2023-08-12,9,483075.0,498945.842766,15870.842766000016
42,1,6,2023-08-12,12,141843.0,123546.90945599998,0.0
1853,44,27,2023-08-12,5,78429.15,74630.03457,0.0
8264,18,22,2023-08-12,1,37480.35,37327.711506,0.0
398,21,139,2023-08-12,14,18950.6,16908.311028,0.0
4970,48,101,2023-08-12,15,6603.45,7091.15328,487.70328000000063
70,4,98,2023-08-13,13,980110.25,970621.6126620001,0.0
9340,49,56,2023-08-13,4,163357.25,158251.491048,0.0
